Day,Publisher ID,Site ID,Section ID,Ads Requested,Ads Returned,CTR,Clicks,Conversions,Fill Rate,Impressions,Publisher Page Views,Publisher Revenue,Publisher Revenue USD,Publisher eCPM,Revenue,Revenue USD,Section Page Views,Video 100% Complete,Video 100% Rate,Video 25% Complete,Video 25% Rate,Video 50% Complete,Video 50% Rate,Video 75% Complete,Video 75% Rate,Video Start Rate,Video Starts,Video View Rate,Video Views,eCPM
2018-05-02,1511210,109230,5553199,77432430,152394,0.0015740595,10,0,0.0019680901,6353,0,0.0,0.0,0.0,1.50016,2.010573,7743243,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2361341099
2018-04-27,1511210,74602,5509145,75929290,185891,0.0005709935,9,0,0.002448212,15762,0,0.0,0.0,0.0,3.10474,1.97162,7592929,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.196976272
2018-04-28,1395876,59910,5491738,75696545,28936318,0.0035078983,18301,0,0.3822673545,5217084,254390748341,117.944388,117.944388,0.0226073393,216.229983,216.229983,15139309,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0414465213
2018-04-30,1032945,35790,5446294,75609488,7149913,0.0254515628,121949,0,0.0945637008,4791415,0,46693.415524,46693.415524,9.7452246412,59218.028564,59218.028564,4725593,37,18.3168316832,102,50.495049505,67,33.1683168317,41,20.297029703,0.0042158736,202,70.297029703,142,12.359194218
2018-04-27,1511210,109221,5553190,74854020,1596695,0.0037150895,1281,0,0.0213307849,344810,0,0.0,0.0,0.0,84.96723,98.074747,7485402,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2464175343
2018-04-27,1009954,27807,5558736,74519005,229451,0.0105550407,205,0,0.0030790937,19422,0,41.466881,41.466881,2.1350469056,82.683509,82.683509,14903801,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,4.2572087839
2018-04-29,1395876,59910,5491738,74402375,28643913,0.0030312736,16099,0,0.3849865411,5310969,277284380861,91.763751,91.763751,0.017278156,167.943769,167.943769,14880475,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0316220579
2018-04-28,1511210,109230,5553199,74086830,530181,0.0009043976,24,0,0.0071562112,26537,0,0.0,0.0,0.0,4.99038,2.968359,7408683,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.1880536609
2018-05-01,1032945,35790,5446294,74075280,7046202,0.0254845333,121510,0,0.0951221784,4767990,0,45748.062106,45748.062106,9.5948318067,58019.102227,58019.102227,4629705,30,15.7068062827,95,49.7382198953,51,26.7015706806,33,17.277486911,0.0040058809,191,68.5863874346,131,12.1684613909
2018-04-28,1009954,27807,5558739,73997990,214419,0.0075980392,124,0,0.0028976328,16320,0,17.978917,17.978917,1.101649326,34.946667,34.946667,14799598,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,2.1413398897
2018-04-27,1511210,109230,5553199,73953970,362240,0.0010172583,29,0,0.0048981819,28508,0,0.0,0.0,0.0,5.7989,4.181987,7395397,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.203413077
2018-05-01,1015451,79065,5522166,73637610,2970718,0.0054563821,2301,0,0.0403424011,421708,85912172,50.351681,50.351681,0.1193993972,86.09065,86.09065,14727522,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2041475381
2018-05-04,1117031,40837,5475569,73515240,16753391,0.0164038369,13298,0,0.2278900402,810664,0,485.536062,485.536062,0.5989362572,907.55896,907.55896,14703048,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.1195254261
2018-04-28,1511210,109221,5553190,73452850,2621896,0.0036520935,2212,0,0.0356949526,605680,0,0.0,0.0,0.0,160.96028,174.468242,7345285,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2657513539
2018-05-01,1117031,40837,5540826,73384470,27776314,0.1237155033,176773,0,0.3785039805,1428867,0,977.803327,977.803327,0.6843207429,1788.53169,1788.53169,14676894,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.2517132035
2018-04-29,1340106,52280,5474614,73304235,1449748,0.0034868988,344,0,0.0197771384,98655,27902378657,23.306407,23.306407,0.2362415184,45.285823,45.285823,14660847,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.4590322133
2018-05-02,1032945,35790,5446294,72992976,7155474,0.0250564948,121502,0,0.0980296241,4849122,0,46974.706019,46974.706019,9.6872600894,59574.76984,59574.76984,4562061,34,19.4285714286,90,51.4285714286,51,29.1428571429,20,11.4285714286,0.0036089007,175,69.1428571429,121,12.2856817873
2018-04-27,1511210,81255,5523016,72962030,3056991,0.0106011084,373,0,0.0418983819,35185,0,0.0,0.0,0.0,38.55854,55.627141,7296203,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.0958800625
2018-04-30,959242,11790,5497742,72398928,5588767,0.0236792068,86526,0,0.0771940573,3654092,0,2.908741,2.908741,0.0007960229,30618.3247,30618.3247,4524933,34,14.1666666667,140,58.3333333333,71,29.5833333333,32,13.3333333333,0.0065679791,240,75.4166666667,181,8.3791882361
2018-05-03,1031527,50751,5522723,72128035,13240470,0.0002221841,1349,0,0.1835689826,6071542,0,88.307337,88.307337,0.0145444661,157.794629,157.794629,14425607,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0259892181
2018-05-03,1032945,35790,5446294,71686672,6910072,0.0254691305,120129,0,0.0963927018,4716651,0,45533.820534,45533.820534,9.6538456066,57747.394459,57747.394459,4480417,39,21.9101123596,90,50.5617977528,49,27.5280898876,31,17.4157303371,0.0037738641,178,69.6629213483,124,12.2433045097
2018-05-04,1511210,109220,5553189,70979000,1562321,0.0148505178,456,0,0.0220110314,30706,0,0.0,0.0,0.0,15.80835,16.680628,7097900,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.5148293493
2018-04-27,959242,11790,5497742,69728896,5023223,0.0232049755,76566,0,0.0720393307,3299551,0,2.463014,2.463014,0.0007464694,25926.375942,25926.375942,4358056,29,15.1832460733,106,55.497382199,58,30.3664921466,36,18.8481675393,0.0057886664,191,76.9633507853,147,7.8575466607
2018-04-27,1015451,79065,5522166,69258690,3248695,0.0057428992,2397,0,0.046906677,417385,75981502,65.701874,65.701874,0.1574131174,111.126936,111.126936,13851738,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2662456389
2018-04-29,1511210,74618,5509156,69228990,72859,0.0028208745,2,0,0.0010524348,709,0,0.0,0.0,0.0,0.93525,0.404861,6922899,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.3191114245
2018-05-01,1009954,27807,5558738,69220055,142243,0.0066661041,79,0,0.0020549391,11851,0,12.465291,12.465291,1.0518345287,24.436458,24.436458,13844011,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,2.0619743482
2018-04-28,1117031,40837,5540826,68991400,30530086,0.1233279158,163298,0,0.4425201692,1324096,0,1078.653038,1078.653038,0.8146335598,2000.58133,2000.58133,13798280,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.5109035372
2018-05-03,1117031,40837,5540826,68785220,30215138,0.1222218317,180825,0,0.4392678834,1479482,0,955.485859,955.485859,0.645824592,1757.38666,1757.38666,13757044,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.1878391626
2018-05-01,1031527,50751,5522723,68686835,13639586,0.0001872226,1163,0,0.198576423,6211858,0,26.859926,26.859926,0.0043239762,49.560647,49.560647,13737367,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0079783934
2018-04-29,1117031,40837,5540826,68419605,30269841,0.1229447264,170679,0,0.4424147289,1388258,0,999.289076,999.289076,0.7198151035,1846.741629,1846.741629,13683921,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.3302582294
2018-05-01,959242,11790,5497742,68303456,5451168,0.0239164461,86410,0,0.0798080847,3612995,0,2.920549,2.920549,0.0008083457,30742.551016,30742.551016,4268966,41,20.0,124,60.487804878,62,30.243902439,41,20.0,0.005673963,205,77.5609756098,159,8.5088828011
2018-05-03,1115007,40411,5463955,67858085,27581724,0.0097042295,21149,0,0.4064618682,2179359,0,579.368375,579.368375,0.2658434774,954.609116,954.609116,13571617,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.4380228847
2018-05-02,1117031,40837,5540826,67585400,28638554,0.1224013719,178294,0,0.4237387661,1456634,0,1032.859293,1032.859293,0.7090726243,1890.820459,1890.820459,13517080,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.2980751918
2018-04-28,1340106,52280,5474614,66979250,1968042,0.0035288664,472,0,0.0293828611,133754,31565822798,35.727607,35.727607,0.2671143069,69.337062,69.337062,13395850,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.5183924369
2018-04-27,1032945,35790,5446294,66329056,6289214,0.0259995301,108880,0,0.0948183855,4187768,0,40453.129086,40453.129086,9.6598305078,51303.90499,51303.90499,4145566,36,21.8181818182,82,49.696969697,50,30.303030303,26,15.7575757576,0.0039400463,165,67.2727272727,111,12.2508947463
2018-04-27,1009954,27807,5558737,66073840,209541,0.0103616552,155,0,0.0031713156,14959,0,20.418577,20.418577,1.364969383,41.823502,41.823502,13214768,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,2.7958755264
2018-04-30,1031527,50751,5522723,66036455,15340764,0.0001967632,1328,0,0.2323075035,6749230,0,35.328929,35.328929,0.0052345125,66.513739,66.513739,13207291,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0098550115
2018-04-30,1117031,40837,5540826,65974135,32070240,0.1224800135,165598,0,0.4861032282,1352041,0,1175.938019,1175.938019,0.8697502657,2175.031806,2175.031806,13194827,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.6087025512
2018-04-29,959242,11790,5445490,65916512,263731,5.83197e-05,14,0,0.0040009854,240056,0,0.000544,0.000544,2.2661e-06,5.72,5.72,4119782,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0238277735
2018-05-01,1115007,40411,5463955,65910925,38058953,0.0096675446,29418,0,0.577430115,3042965,0,935.740867,935.740867,0.3075095727,1506.58232,1506.58232,13182185,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.4951034008
2018-05-02,1031527,50751,5522723,65577150,14326329,0.0002065043,1367,0,0.2184652581,6619716,0,65.700663,65.700663,0.0099249972,117.996555,117.996555,13115430,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0178250177
2018-05-01,1511210,81302,5523023,65203540,23291,0.0040462428,14,0,0.0003572045,3460,0,0.0,0.0,0.0,2.5179,2.2194,6520354,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.727716763
2018-04-30,1511210,85293,5529584,65176650,218826,0.0286985464,845,0,0.0033574294,29444,0,0.0,0.0,0.0,7.72716,24.026951,6517665,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2624358104
2018-05-02,1009954,27807,5558738,65124065,196564,0.0074934908,118,0,0.0030183005,15747,0,18.011636,18.011636,1.1438138058,36.004564,36.004564,13024813,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,2.2864395758
2018-04-27,1117031,40837,5540826,64930930,32323267,0.1228110722,151443,0,0.4978100113,1233138,0,1120.218565,1120.218565,0.9084291985,2084.217699,2084.217699,12986186,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.6901739294
2018-04-29,1015451,79065,5522166,64715100,3724043,0.0054871979,2657,0,0.0575451942,484218,402756658,62.673105,62.673105,0.1294315887,107.365949,107.365949,12943020,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2217306027
2018-04-28,1031527,50751,5522723,64697505,14838928,0.0002063075,1340,0,0.2293585819,6495160,0,59.88979,59.88979,0.0092206797,110.769839,110.769839,12939501,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0170542125
2018-05-01,1511210,85293,5529584,64412440,131573,0.0292893325,584,0,0.0020426644,19939,0,0.0,0.0,0.0,4.61185,12.853405,6441244,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2312979588
2018-04-27,1511210,81259,5523020,64079440,671062,0.0036263167,21,0,0.010472345,5791,0,0.0,0.0,0.0,4.04594,3.290311,6407944,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.6986599896
2018-05-03,959242,11790,5445490,63600256,181559,0.0002139889,36,0,0.0028546898,168233,0,0.000792,0.000792,4.7078e-06,8.321,8.321,3975016,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.049461164
2018-05-02,1115007,40411,5463955,63156950,31819641,0.0091953483,22293,0,0.5038185188,2424378,0,666.921721,666.921721,0.2750898255,1078.481963,1078.481963,12631390,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.4448489316
2018-05-01,980940,37495,5467189,62999776,35949058,0.0004428673,3684,0,0.5706219971,8318518,0,49.079104,49.079104,0.0058999817,77.465918,77.465918,31550851,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0093124662
2018-04-28,1511210,74614,5509152,62941020,996982,0.0028056112,14,0,0.0158399403,4990,0,0.0,0.0,0.0,5.68712,3.558905,6294102,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.1397034068
2018-04-29,1511210,81259,5523020,62851400,416361,0.0040834846,36,0,0.0066245302,8816,0,0.0,0.0,0.0,7.43028,5.765636,6285140,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.8428176044
2018-04-29,1031527,50751,5522723,62767315,14407119,0.0001961035,1253,0,0.2295321857,6389484,0,39.854683,39.854683,0.0062375433,74.218912,74.218912,12553463,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0116157912
2018-05-01,1112770,105943,5559468,62707250,290450,0.017365859,635,0,0.0046318408,36566,0,94.620856,94.620856,2.587673139,183.068953,183.068953,12541450,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,5.0065348411
2018-04-30,1511210,81259,5523020,62567220,370794,0.0032813782,12,0,0.0059263301,3657,0,0.0,0.0,0.0,3.96777,2.376989,6256722,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.0849794914
2018-04-29,1032945,35790,5446294,62236368,6248811,0.0280959104,115261,0,0.1004044934,4102412,0,40090.699711,40090.699711,9.7724703689,50844.260886,50844.260886,3889773,16,12.5,65,50.78125,25,19.53125,11,8.59375,0.0031201157,128,71.09375,91,12.3937480892
2018-04-28,959242,11790,5445490,62219392,245045,6.56335e-05,15,0,0.0039384024,228542,0,0.000239,0.000239,1.0458e-06,2.515,2.515,3888712,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0110045418
2018-04-30,959242,11790,5445490,62016704,281572,0.0001415439,36,0,0.0045402606,254338,0,0.000668,0.000668,2.6264e-06,7.03,7.03,3876044,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0276403841
2018-04-28,980940,37495,5467189,61990375,34640648,0.0004693192,3729,0,0.5588068793,7945552,0,65.16599,65.16599,0.0082015686,104.577453,104.577453,31048757,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0131617606
2018-04-27,980940,37495,5467189,61911876,34988103,0.0004599264,3649,0,0.5651274886,7933878,0,66.93845,66.93845,0.0084370405,105.499919,105.499919,31009081,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0132973962
2018-04-30,1511210,81302,5523023,61858320,33776,0.0081268583,41,0,0.0005460219,5045,0,0.0,0.0,0.0,4.26456,7.69884,6185832,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.8453042616
2018-04-29,980940,37495,5467189,61546006,34877253,0.0004426217,3577,0,0.566685887,8081394,0,50.008335,50.008335,0.0061880828,79.106006,79.106006,30820846,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0097886585
2018-05-01,1511210,81259,5523020,61320030,339876,0.0025510204,3,0,0.0055426587,1176,0,0.0,0.0,0.0,0.56604,0.507343,6132003,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.4813265306
2018-05-02,1511210,85293,5529584,61070730,139951,0.0281045752,688,0,0.0022916215,24480,0,0.0,0.0,0.0,6.15331,14.763395,6107073,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2513607026
2018-04-30,1115007,40411,5463955,60886955,41158387,0.009804669,32925,0,0.6759803804,3358094,0,1150.232728,1150.232728,0.3425254707,1895.661681,1895.661681,12177391,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.5645052464
2018-04-28,1115007,46545,5463970,60826628,32278817,0.0334053965,133520,0,0.5306691832,3996959,0,1379.695772,1379.695772,0.3451863709,2267.497791,2267.497791,30413314,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.5673057419
2018-05-02,1511210,81259,5523020,60809870,414812,0.002076412,5,0,0.0068214584,2408,0,0.0,0.0,0.0,0.99413,0.570359,6080987,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.4128446844
2018-05-03,980940,37495,5467189,60691837,35651343,0.0004703908,3915,0,0.5874157838,8322866,0,49.793031,49.793031,0.0059826784,79.452479,79.452479,30398219,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0095462884
2018-04-27,959242,11790,5445490,60684976,297188,0.0001338533,37,0,0.0048972253,276422,0,0.001337,0.001337,4.8368e-06,14.073,14.073,3792811,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0509112878
2018-05-03,1115007,46545,5463970,60633479,32162838,0.0321364153,141946,0,0.530446851,4416983,0,993.590082,993.590082,0.2249476808,1624.146817,1624.146817,30316738,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.3677050188
2018-04-30,980940,37495,5467189,60466003,34221016,0.0004582473,3558,0,0.5659546572,7764366,0,57.207392,57.207392,0.0073679412,90.514744,90.514744,30283041,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0116577122
2018-05-03,1511210,85293,5529584,60437380,92767,0.0361358867,551,0,0.0015349276,15248,0,0.0,0.0,0.0,3.17469,3.92026,6043738,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2082036988
2018-05-01,1115007,46545,5463970,60418995,34388131,0.0333630581,151150,0,0.5691609236,4530460,0,1014.256764,1014.256764,0.223875007,1636.568143,1636.568143,30209484,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.3612366389
2018-05-02,1511210,81302,5523023,60118740,24796,0.0046674446,16,0,0.0004124504,3428,0,0.0,0.0,0.0,2.32571,1.861564,6011874,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.6784451575
2018-05-04,1061371,41592,5451896,60070940,4630704,0.0062094053,6606,0,0.0770872572,1063870,0,175.79535,175.79535,0.1652413829,332.815994,332.815994,12014188,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.3128352092
2018-04-28,1511210,81259,5523020,60009380,530018,0.0034267285,17,0,0.0088322526,4961,0,0.0,0.0,0.0,2.52757,2.518392,6000938,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.5094880065
2018-04-30,1015451,79065,5522166,59988720,4171721,0.0055070016,3097,0,0.0695417572,562375,396452970,68.710861,68.710861,0.1221797928,117.77537,117.77537,11997744,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2094249744
2018-05-02,980940,37495,5467189,59987647,34766594,0.0004406028,3560,0,0.5795625556,8079839,0,64.955856,64.955856,0.0080392513,102.061129,102.061129,30043574,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0126315795
2018-05-03,1511210,81302,5523023,59740490,16248,0.0066934404,15,0,0.0002719763,2241,0,0.0,0.0,0.0,0.82321,0.736085,5974049,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.367340473
2018-05-03,1511210,81259,5523020,59362140,282597,0.0009861933,1,0,0.0047605595,1014,0,0.0,0.0,0.0,0.46281,0.25,5936214,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.4564201183
2018-04-28,1009954,27813,5558731,59355150,84494,0.0044274997,36,0,0.0014235328,8131,0,13.692018,13.692018,1.6839279301,25.785316,25.785316,11871030,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,3.1712355184
2018-04-27,1511210,85293,5529584,59269480,196622,0.025122646,635,0,0.0033174241,25276,0,0.0,0.0,0.0,7.27544,37.115159,5926948,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2878398481
2018-05-02,1112770,105943,5559468,59260345,177631,0.0154763005,335,0,0.0029974682,21646,0,59.465783,59.465783,2.7471950014,115.917128,115.917128,11852069,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,5.3551292618
2018-05-02,1115007,46545,5463970,59251010,33239124,0.0314416219,142633,0,0.5609883106,4536439,0,1121.811776,1121.811776,0.2472890688,1819.646549,1819.646549,29625505,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.4011178259
2018-04-30,1115007,46545,5463970,59197836,34093535,0.0317823991,146667,0,0.5759253598,4614724,0,1314.249519,1314.249519,0.2847948261,2147.524979,2147.524979,29598918,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.4653636878
2018-04-27,1511210,74614,5509152,58717510,773993,0.0041710115,24,0,0.0131816387,5754,0,0.0,0.0,0.0,7.55486,5.472495,5871751,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.3129753215
2018-04-28,1015451,79065,5522166,58674125,3847376,0.0055484369,2676,0,0.0655719365,482298,485264428,73.593161,73.593161,0.1525885676,125.853571,125.853571,11734825,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2609456622
2018-04-30,959242,11790,5497741,58626304,7843374,0.0315777577,155633,0,0.1337859197,4928564,0,6.367466,6.367466,0.0012919516,67025.906135,67025.906135,3664144,49,17.4377224199,182,64.768683274,98,34.8754448399,56,19.9288256228,0.0057014579,281,84.3416370107,237,13.5994797136
2018-05-02,959242,11790,5445490,58338496,249008,0.0001130754,26,0,0.0042683308,229935,0,0.000781,0.000781,3.3966e-06,8.2225,8.2225,3646156,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0357601061
2018-05-03,1112770,105943,5559468,58216110,140817,0.0185979971,325,0,0.0024188665,17475,0,48.822028,48.822028,2.7938213448,94.927594,94.927594,11643222,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,5.4321942203
2018-05-01,959242,11790,5445490,58178368,228009,0.0001755518,37,0,0.0039191371,210764,0,0.001292,0.001292,6.1301e-06,13.6042,13.6042,3636148,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0645470764
2018-04-27,1511210,109232,5553201,58102740,4013,0.0,0,0,6.90673e-05,17,0,0.0,0.0,0.0,0.06413,0.0,5810274,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,3.7723529412
2018-04-28,1511210,109232,5553201,58031140,3025,0.0,0,0,5.21272e-05,59,0,0.0,0.0,0.0,0.1522,0.0,5803114,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,2.5796610169
2018-05-04,1511210,81301,5523022,57985330,2317738,0.0242417345,426,0,0.0399711099,17573,0,0.0,0.0,0.0,7.52812,8.139697,5798533,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.4283912821
2018-04-27,1115007,46545,5463970,57903649,34551105,0.0312092773,144344,0,0.5966999593,4625035,0,1585.922157,1585.922157,0.3428994931,2597.093097,2597.093097,28951823,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.5615293932
2018-04-28,1032945,35790,5446294,57745200,5790315,0.0277412033,105261,0,0.1002735292,3794392,0,36524.008963,36524.008963,9.6257869411,46320.873762,46320.873762,3609075,25,23.1481481481,56,51.8518518519,32,29.6296296296,19,17.5925925926,0.0028463058,108,68.5185185185,74,12.2077196457
2018-04-27,1031527,50751,5522723,57741995,17324054,0.00023324,1782,0,0.300025207,7640200,0,71.80944,71.80944,0.0093988953,132.418545,132.418545,11548399,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0173318166
2018-05-03,1009954,27807,5558738,57611620,162902,0.0057600239,77,0,0.0028275893,13368,0,14.600502,14.600502,1.0921979354,28.462591,28.462591,11522324,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,2.1291585129
2018-05-04,1004702,24348,5454931,57517479,713570,0.0050229053,1205,0,0.0124061418,239901,0,304.950539,304.950539,1.2711515959,473.523309,473.523309,19172493,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.9738279915
2018-04-28,1009954,27813,5558732,57029990,46152,0.0068048742,43,0,0.0008092584,6319,0,10.362714,10.362714,1.6399294192,20.536145,20.536145,11405998,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,3.249904257
2018-04-29,1115007,46545,5463970,56972040,33504246,0.0326549262,139435,0,0.5880822593,4269953,0,1232.367691,1232.367691,0.2886138772,2020.115926,2020.115926,28486020,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.4731002721
2018-05-04,1511210,81319,5523040,56881350,116418,0.0019662631,19,0,0.0020466814,9663,0,0.0,0.0,0.0,1.78141,0.850048,5688135,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.1843537204
2018-05-01,1111159,44443,5455826,56614196,12090011,0.0039277495,29157,0,0.2135508734,7423335,62148310189,429.666064,429.666064,0.0578804626,843.689551,843.689551,7071489,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.1136537083
2018-05-01,959242,11790,5497741,56328304,7577754,0.031990132,154129,0,0.1345283536,4818017,0,6.251021,6.251021,0.0012974261,65800.132037,65800.132037,3520519,57,20.4301075269,169,60.5734767025,94,33.6917562724,59,21.146953405,0.0057907641,279,77.4193548387,216,13.6570983533
2018-05-04,1030048,33056,5465001,56301885,852636,0.0061562193,1772,0,0.0151440045,287839,0,48.275448,48.275448,0.1677168417,85.797024,85.797024,11260377,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.2980729644
2018-05-01,1112770,105943,5559469,56230250,305127,0.0133496409,513,0,0.0054263853,38428,0,48.784095,48.784095,1.2694934683,92.809103,92.809103,11246050,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,2.4151426824
2018-04-30,1024717,35150,5443358,55925664,55376339,0.010375175,32468,0,0.9901775864,3129393,0,0.0,0.0,0.0,4729.38578,4729.38578,12696768,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1.5112789541
2018-05-03,1511210,85294,5529585,55916420,62229,0.0243066884,149,0,0.0011128931,6130,0,0.0,0.0,0.0,1.22603,1.05376,5591642,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.200004894
